subjectID	met_3	met_4	met_5	met_12	met_19	met_20	met_23	met_24	met_25	met_35	met_39	met_41	met_43	met_44	met_230	met_232	met_234	met_236	met_237	met_241	met_242	met_363	met_366	met_369	met_370	met_371	met_382	met_387	met_394	met_406	met_423	met_427	met_434	met_435	met_676	met_679	met_680	met_682	met_684	met_685	met_688	met_694	met_721	met_742	met_753	met_755	met_769	met_770	met_771	met_774	met_776	met_777	met_778	met_779	met_780	met_782	met_832	met_833	met_836	met_839	met_844	met_845	met_846	met_848	met_849	met_851	met_855	met_857	met_858	met_859	met_860	met_861	met_862	met_864	met_873	met_874	met_875	met_884	met_891	met_896	met_897	met_900	met_901	met_917	met_918	met_919	met_920	met_923	met_925	met_926	met_927	met_928	met_929	met_930	met_931	met_943	met_944	met_945	met_953	met_955	met_957	met_959	met_962	met_991	met_1002	met_1004	met_1013	met_1018	met_1019	met_1024	met_1052	met_1053	met_1057	met_1076	met_1078	met_1082	met_1083	met_1086	met_1088	met_1091	met_1092	met_1093	met_1099	met_1101	met_1155	met_1159	met_1163	met_1174	met_1179	met_1183	met_1209	met_1222	met_1228	met_1229	met_1231	met_1242	met_1243	met_1244	met_1255	met_1256	met_1260	met_1261	met_1262	met_1265	met_1266	met_1268	met_1285	met_1293	met_1299
1	3.632237088397461	2.94412380315706	2.844475551663982	5.565535071667674	3.004349827988355	5.109309680875488	2.95704407970756	4.999992493651288	5.078421016297304	4.165896185314592	2.908004188075958	4.601324298094651	3.308843623328437	3.2644745730395055	2.8493565437968096	2.4770058983927785	3.6323344018898727	4.198859445225089	3.076109804896612	5.8262985968596634	2.7437033443787477	5.016042533439299	3.676219036396788	3.490409038178372	2.447385396673739	3.298798030319906	3.8659405728885265	3.813514450976656	5.38704943220164	3.6497076277494687	4.7829213874499255	4.7219809545847	4.728736077818112	3.947873728325316	3.5318966535211107	2.7793302463676866	5.096538319876861	5.312974605135008	3.8235065604689313	3.0936375881390257	3.3023717382973237	3.4649369282676217	4.469721886749253	4.776628267868303	3.3043345334874945	4.445412596333598	3.0296141687230027	4.271970247568561	3.961933387027846	4.67000584246528	3.954772081719011	3.185394515241141	3.134129775321643	3.9624663245499088	3.5507895876314572	4.890835176854091	3.168086790582591	2.6438637832182503	3.4591401583104764	5.452918055908207	3.2917099041213405	3.78060147514609	5.52664206451303	2.8876048595701835	3.7621987156371857	3.2366136552790876	5.057517723934971	3.1640558694149163	2.5603322155157584	2.987686704839155	2.906073790107665	3.2156856374495426	3.5298726720043785	3.589031274159565	3.5059303540750166	3.3358124676871133	2.8644605300189174	4.120185917108464	4.773120934337176	3.83938587366537	2.1545822697207275	4.285551958002508	3.1279506627875806	4.96847596115569	3.3014987181106297	2.8564000908698657	4.907885159296312	4.159920722911316	2.272650950518079	5.161613440088781	4.170978279996752	3.2985929792996767	4.285415654532269	5.812122041780563	2.892072323678085	3.189944597380168	3.367585445624273	3.984274231953176	3.9984813379294137	2.508838592124481	4.008341057128899	3.388268641160627	2.973327116446395	2.719409152170157	3.730347256429291	2.772845341177601	3.648466958010319	4.0825028570829	5.000659212095469	4.570759661708464	3.404417526329386	3.478641216107309	4.335655646331262	3.286068373313294	3.9543283361682535	3.661007146554884	2.6002603378165605	4.3558828581234526	3.7066025781919576	3.15827013966713	3.598003655021098	3.764793551250862	5.72639590268477	3.2386647685535372	2.609729820872285	2.892050942829488	3.835321017288477	3.666860553532491	3.162234288589976	2.532857618938374	3.3888399032690875	4.502159917905917	4.3288103848467685	2.625845354676005	2.979912006144321	2.9159690773635933	2.4404711370913277	3.018104403013433	3.961641243826398	3.644213026585566	3.697581891078806	2.169388233820077	4.511840996640202	2.83334589623399	3.907403013085943	4.090751336220011	3.28464204678367	2.4268705229607535	4.554179035053133
2	3.6263481722049486	3.0009612803536134	2.976272940296059	5.401507021122177	3.197475960492768	5.043080279835351	3.2565451848718823	5.273424901328492	5.158300586933326	4.2187692383528965	2.7405758068683967	4.586509985142588	3.586170920676056	3.441466891266358	2.864099185750311	2.5296729109116396	3.5126194401318593	4.058236641606646	3.4678593571190732	5.791348293119963	3.039999434907362	5.1956847209636985	4.154487935430623	3.592384807760327	2.855804876275679	2.7208022131143768	3.919223369222354	3.778856933628038	5.228440977425806	3.603346290845935	4.850973432424726	5.0163159951954155	3.8137475693836578	3.6669517200364528	3.387079872912901	2.8190948304779977	5.1521380329633635	5.2540590893895915	3.6888205529971594	3.3403055296184037	2.962003880286514	3.3059452062655077	4.4628061767550795	4.740190509231596	3.079136855371296	4.853176044313443	2.7769417789566972	4.423793529047742	3.9024287855148865	4.5465840095776056	5.098790715412239	3.2092862256870123	3.065863734847562	3.8206199952179234	3.6153487591819577	5.095492519153767	3.3339520214471383	2.701688030015271	3.7312699291744726	5.1425984434225835	3.1464673634370377	3.927920824718539	5.037669692315401	3.390147314164637	3.7225800834349863	3.501545704048941	5.207637046372059	3.482201468528014	2.457960234366643	1.9754012164216035	3.3131358767155277	3.5471956434364396	3.2546795567854416	3.52946403718905	3.397164020932539	3.2471627388233384	2.8022582629174972	4.412938376733301	4.578379494073162	3.737884397952324	2.463010299465173	3.884518106941497	3.2035329357110855	4.828778184411009	3.1680796016177943	3.421877811284766	4.320584767817119	4.189446263611749	2.3185806356353793	5.2461180395713365	3.6915742402434057	3.32220406712145	3.6352305395763422	5.743438614934364	2.7896965701932848	3.3465900835906868	3.431169933867789	3.834578705776526	4.490961540461003	2.9345481719718416	4.092858641941236	3.366798936770524	2.960307923595808	2.5103430642989997	4.173259550615965	3.155768111275556	2.82091682965973	4.128904841601091	4.880123125613811	4.351034609869358	3.272088689198777	3.2655477339342593	4.513045217668191	2.804313787559663	3.818980450443496	3.710394676532967	2.445512020606597	4.287641815002469	3.607862899593483	3.5441642891735756	3.8348638909685926	3.7952335653368983	5.480236453345491	3.619597176354511	2.005391230839679	3.1906116143927483	3.451250915894934	3.7038858991697343	3.0436735154056755	3.112632708388354	3.6124366069188345	4.0696461963677075	4.143997593023463	2.57057827966979	2.910787398681536	2.8238374950318357	2.6892906666321275	3.0879752100298776	3.720390389743188	3.409124187290641	4.19275748218194	2.419999811201795	4.122520072779586	3.0265617558704645	2.3028627849702987	4.372622723973915	3.0330821202486	2.169708693418449	5.16600087383596
3	3.373826305526395	2.927197778493949	2.802170860808462	5.582361917596668	3.122273956866292	5.093143502831342	3.4467900248095495	5.322046863932936	5.158040341023723	4.774057305929235	2.98649563747753	4.583489983138768	3.7448371047089335	3.064681180601262	3.176051294278306	2.679548661547111	3.849827506946155	3.827101898723665	3.472057634305441	5.719107898064034	3.041192477754033	5.075174189404151	4.006199701205719	3.5189766924614516	2.8584350822351654	3.3821004334907556	3.8054604956450833	3.88777049744107	5.468752773950535	3.634987693952168	4.430448919377365	4.833102331654272	4.341684575274275	3.9663493678738377	3.423626626782266	3.0010510020670105	5.046125778074721	5.340972525992175	3.6800855883667847	3.0829658599012473	2.9284774301516143	2.644324213464079	4.710168467840935	4.901379728624786	3.19074333316157	4.873187102823988	3.016996790731246	4.225653021584763	3.904153253717368	4.736639367446198	5.071349675881898	3.387410183072768	3.0743359525059857	3.929864627346036	3.4221911996626946	4.850397374658355	3.22377267335876	3.141041307383812	3.928440780425666	5.240285581155729	3.2097545361637443	3.5930152597673843	5.634944224461932	2.4254709546192768	3.8163032854219905	3.387025708681326	5.137761480997542	3.281195135081829	2.5735488767288506	2.7513699767228257	2.9260812396586964	3.132559069284207	3.4607015165123656	3.3481637944164837	3.393057991526753	2.770564184098748	2.739087110969707	4.322868627259208	4.625152073461328	3.645659089719393	2.240151111160091	3.9881662156761934	2.8859621529066226	4.9594812703581	3.3080204044734858	2.6099286247228575	4.6464688267260295	4.2784342024319315	2.158272764934294	5.370821931697933	3.830603933869987	3.2214465731592843	3.9219723114644336	5.899168600377458	2.850806894625222	3.2741734780290006	3.4711514835065396	3.8435335528168184	4.326114050259362	2.1380486247048447	3.709727087661856	3.440362949924745	2.800425472047051	2.714938319780762	4.043619760473626	3.281988670481869	3.640327449939688	4.208064149309002	4.8887212007125544	4.7183937131840645	3.407259141107178	3.3138726739863835	4.32378693065143	3.4466379066512354	3.8924980245897176	3.731746818007194	2.4197578149276806	4.1342113574399555	4.042448633030637	3.1082232513635364	3.680822497381573	3.630269469324371	5.712080596732629	3.4333248879837757	2.8709423118819997	3.229192670745078	5.483523088339891	3.604951536871952	3.4460107261634163	3.0222794214937845	3.3708279878951464	4.495740168456984	3.86379402617143	3.145131355744237	2.720586551650916	3.102841797836095	2.873500982285372	3.088646501902632	3.8577938623591734	5.366043362310103	4.326755715436116	2.948215023529409	4.694289801105363	3.0760506305498554	6.226099881936522	4.37075301687988	3.1698804534375244	2.280593750817624	3.983321030127629
4	3.701828330696005	2.9833116870094116	2.761533160088433	5.363814218000405	3.0202520556590775	5.143849703912346	3.098921894708356	5.12486157374415	5.039063053558509	3.698343794297069	2.9337409246075405	4.653042904155079	3.1976503158256704	3.048886336908237	2.727161993296515	2.745841891018217	3.648109995542682	4.013164919254996	3.5398395858664076	5.621429375227822	3.312626545897942	5.255393903145994	4.117496425573436	3.4702577036647324	2.5647461262355487	3.4859593153636057	3.5330554277409663	3.868929828596592	5.118676907571389	3.451259570492345	4.856062789662415	4.752627863255411	3.914719318457195	3.674216378504401	3.4466970799170205	3.020289597369207	4.99458907260018	5.395937127661654	3.780524793856497	3.13690684786164	3.4846664554208022	2.93653768868262	4.615462301847831	4.616853140777693	3.82082748335602	4.679715756632393	3.240510771248176	4.415615287423228	4.229935713032811	4.485115736742338	3.7912812331469814	3.0231776835124453	3.330405489809289	4.072930860096666	3.4723505052106214	5.050008503062486	3.416728377699285	2.439288101240927	3.51318052645004	5.733365574461157	3.1905798796603717	3.5630099592999196	4.946493203016559	2.8483507355493205	3.6104054528982967	3.389757089115874	5.250617583772609	3.532939806604085	2.548570564729036	3.117206474375137	2.8632903197205763	3.0760794443280286	2.9860674505889033	3.5844392951594855	3.1354013769002584	3.2760265067784027	2.6942530031432312	4.409683146229667	4.464486478826057	3.900793567691729	2.431658973646738	4.253641702234765	2.966950519648983	4.964161877622753	3.1389145723850236	2.5429938140213317	4.781143727007512	4.121484578269867	2.3120274381750123	5.395832907597283	4.037306028608754	3.258166723712138	4.528938057192584	5.742454693334458	2.75339591984174	3.1186341858310977	3.2188711165068535	4.154837668531105	4.330902254888033	2.6778298015620363	3.615561978233501	3.3468734190037814	2.5162034101608572	2.771781437489926	4.530205279210428	3.01766947434166	3.070846860274653	4.191726010601905	5.136826036050788	4.664415231415827	3.3845587203101557	3.491284933971465	4.3557307863664105	3.891889144884385	3.9735677059552903	3.8349350446037738	2.1866875860644948	4.22341837036291	3.87798166865729	3.339764838918229	3.510725083813617	3.635414928354174	5.995750027045515	3.45044734742754	2.7396253682422618	2.907591626523906	4.128275615696639	3.6437205522371814	2.762736555301275	3.093382704968969	3.3715776226661314	4.5680530378421995	4.329033698617018	2.925082213960409	2.7727934692854084	3.236123741731227	2.8748048829414174	3.0449749155884325	3.889252897430545	4.839387386778683	4.359759647919188	3.0348205306822007	6.34112529730941	2.6788668274562584	3.2682063336596947	3.976481819276589	3.10509424635025	2.3059279407401294	3.4640382336963427
5	3.537130659676296	3.013310766827466	2.798092751885445	5.358106456004132	2.982102172227834	5.009037425169217	2.922600928057297	5.038576629636725	4.94615448591675	3.637271281216499	2.81088810008792	4.722327252440383	3.277593463985287	3.595518001889558	3.0179844146449435	2.6205988272163228	4.076864773411541	3.9168573215846583	2.996776817583351	5.799976206592311	2.812793968359965	5.2152955624881185	3.58886664846345	3.4235672804531316	2.6011723860653237	2.9849736618991236	4.077384663543026	3.9008490336656503	5.175097561659715	3.807489065863257	5.218814803237672	4.90096182526938	4.008620821165036	3.8731007101065056	3.375861863566005	2.8610917313276363	5.118171691341026	5.373921538439848	3.946793407267365	2.9259059674581853	2.206532697436455	2.912664116233153	4.374262733803065	5.070149454314348	3.1738291055124006	4.786371928999716	3.3318685828109853	4.326139205531606	4.126049741384521	4.531320783369094	5.542063773265767	3.5683352514582296	2.9814909889030696	3.927628734665247	3.6434474774704046	5.014730203795676	3.124076561745939	2.9642147026260774	3.672854803369665	5.2470250402080785	3.1649990073773075	3.563448804515678	5.375738650634548	2.8900706434764274	3.2087093535512485	3.4991364299565064	5.076403880346413	3.4059881487785786	2.65625892133749	2.978795843858251	3.1769261585804687	2.6194038080051514	3.3437068838157633	3.4580165992046883	3.3614547793945855	3.0240926503912653	2.834642482204763	4.240027219930341	4.819665488207309	3.5836316429954347	2.399201516427787	3.894892456866376	3.0423337346509505	4.897050159872045	3.035692266578242	2.6491787469328583	4.714421291299995	3.696240143918633	2.253399572944866	5.303529338422925	3.7316651884521783	2.901943805765796	4.668089727577984	5.866226490024722	2.936653704106732	3.390191945661475	3.2780894488819774	5.167701154200522	4.346359753964759	2.0747512223412903	3.5156009670274364	3.3988528244571805	2.7877047528520396	2.561607803079938	4.255910361756166	2.9548839179158977	3.6674715610798287	4.092694589678813	5.021252946158406	4.450036346246166	3.112497111464296	3.265527096023492	4.392443874890904	3.1059135232506665	3.962444618501318	3.704995551454408	2.5353467263248577	4.250897904770309	3.585858642276563	3.486735946904355	3.7164848516169102	3.7049907049333375	5.880757439260559	3.2660908528955908	2.660495446062956	2.9019299684693847	4.261111750560061	3.535187690605401	2.2063270569794633	2.927123277392945	3.6552702175991993	4.616629285698386	4.065170483744287	2.883042375873897	2.890305874645626	2.8388295603920546	2.992390496326198	2.9161872699438076	3.7172732031577382	4.958402280890602	3.497884005303663	2.964395301934732	4.715050497846781	2.9614585977980257	5.783979880808867	4.353530946860704	3.0462186410013437	2.313047150427005	5.280461444757019
6	3.5174369512080417	3.0218185790704912	2.8325762008510575	5.439610264153908	3.008634309054629	5.251532515969665	3.120506431657031	5.025811692117579	4.925935758349849	4.408894880478	2.8974372083663886	4.668594138865672	3.5482333346780695	3.6458091272410953	2.93204775506584	2.7893994648408653	3.860424205830945	4.013174552733874	3.2426470540017225	5.76460890661071	2.7567868387789662	5.408574233837817	3.879194373578842	3.3118901835311805	2.960388719179048	1.8442104502944976	3.8317398424597826	3.7720490928458	5.009535900449155	3.919179258502978	5.152111751219715	4.976850102730565	3.999752175167077	3.455420007746007	3.438061592274075	2.8320775282595196	5.14690383571819	5.399503173591564	3.816354317335741	3.2612000101153513	1.939696739092557	3.1314739524797814	4.515467329878065	4.9110949802775785	3.1208408767271703	4.794561346153185	2.772971638809874	4.424485577961364	3.8983177470304473	4.73356485343984	4.14008024473874	3.4728645509308667	3.28497906650794	3.480565128703677	3.4612197974581576	5.049960057825002	3.0942176589508263	2.6640076640666748	2.7660121695841933	5.116892008725734	3.1418480807631033	3.826982552202081	5.597560855677201	3.134561800025301	3.19385176222717	3.727306353394359	5.18956583761928	3.279338936133022	2.623345269090631	2.5613893514169246	2.768138220147613	3.058053589418357	3.2566762949821455	3.647481261755861	3.514985218574453	2.8608107409421413	2.7138808915008075	4.214717124736424	4.575066724268303	3.6494098006206994	2.424731952111982	3.7769327353224194	3.175665278772042	4.835859355991884	3.2612307966387544	2.4349427895868425	4.542513971655869	3.761833179113588	2.36707105567143	5.111300152071378	3.8443616818030906	3.2639619900821817	3.9797713098357903	5.795432539863458	3.206629166404116	3.134204468108397	3.406985830678647	2.32930297172338	4.655149163833011	2.4582850996603742	3.94259538239769	3.4012522515456443	2.6243398587512616	2.595360879410586	2.9948142560752373	3.019279117259793	2.644748008916775	4.059428409997967	5.026618933108127	4.43240840158333	3.3359917907613914	2.9791277194283077	4.581880554592279	2.970937823723748	3.986034454089985	3.767687249748127	2.234179440234081	4.214147675999189	3.849527041151011	2.9208294831954182	3.5369127706708516	3.849673771109883	5.40618318925758	3.5603734352003604	3.182063207998224	2.7704137160113893	3.9493181530383783	3.717482929152726	2.6486466410970917	3.528490156992172	3.6525710922448993	4.561984385283773	4.24466925000356	2.9977829103233025	3.1939421843848885	3.092809712923876	2.9837909809805963	3.0797304986824043	4.078555164567406	2.5266861746110965	3.7278153582456857	2.493657560483776	4.385061157436809	3.0705743932210243	4.615170413876328	4.564616039063033	3.1826222441062764	2.2731793375034495	4.244751423521123
7	3.5619356914138227	3.149515124554291	2.6989006760975274	5.406976476046609	2.9886702662655655	5.138295616038134	2.997711801843741	5.214229256903766	5.059404327225041	4.1328500412083775	3.0199989388121056	4.587023567155266	3.7664167563064743	3.002978664078177	2.6607596246992737	2.89263118912562	3.935930617128395	3.989816582102293	3.519436057219247	5.5720974753898265	2.89974817385304	5.229806453415247	4.050180872962319	3.36391528010737	3.442315904113036	4.194813694402152	3.872886385369449	3.8090126878349384	5.159692108176609	3.6441147128727818	5.0677581436424335	4.962691109079772	3.986951788163389	3.8112377812207914	3.562340876319471	3.1841404451983437	5.028832206757734	5.350425378686639	3.729538150867493	2.819404443185642	2.2502896667259464	2.7201987648993127	4.379534131059513	4.936146518851319	3.570099473887298	4.733671058858311	2.8200189693433777	4.480743909252403	3.623575888656105	4.79338397918453	6.382735512836028	2.8844552889031045	3.1212516132886465	4.050288762845556	3.424295403979793	5.201679909680156	3.3048769663878423	2.780363545670836	2.9697499440933135	4.97924146699858	3.2095255650075827	3.717314654983219	4.713154418186355	2.9921548757532626	3.905856417500064	3.275067610170484	5.155052195460928	3.2794649193415872	2.3601199010428324	3.2765692259736636	2.799073892021684	3.3579002355537426	3.4614460432559917	3.715945502479633	3.296146300299298	2.8942282496175396	2.7654735616106723	4.4115689270206335	4.617513494476539	3.8191313945298018	2.3301236104496708	4.1818185216016435	2.810076997635067	4.955638180691958	3.1412190299531004	3.283736431420695	4.67168823626664	4.36190033591258	2.146760669296093	5.1922368621436945	4.173410223265773	3.27886993217194	4.09008911923317	5.7383978585869295	2.493577791063739	3.1042911766566643	3.6146749949699584	2.6301152015387395	4.616923149276117	2.8113289765655805	3.2951639452265256	3.134211656064244	2.539738192107221	2.679522603646564	3.412646472695893	3.764707958417397	2.7383669573100287	4.1389530349188455	5.147396527109431	4.618960765123214	3.4411543630861705	3.1715196369368024	4.48835583401094	3.711869563612999	3.7723530885858025	3.8215760060120134	2.4953723312507043	4.395119049386043	3.825950261020508	3.017911913267646	3.4032441149329022	3.304445298173762	5.600239495663571	3.48091220330059	2.671666663782489	2.8889759740633942	4.3875950402842605	3.537034358001386	3.646221701688149	3.2453916430704997	3.736414932767634	4.320441046118484	4.112881837441839	3.3111159617744903	2.9128706710105345	3.08044916647173	2.6096567203886676	2.981368935825435	4.048678533392304	4.408192949258223	4.524552067775321	2.750468917530689	4.667944412958726	2.9391617671108374	4.579831597892885	4.132765518078954	3.054322152981205	2.504349676609894	2.428777442676938
8	3.4796760081110993	2.937386386689948	2.741471180628829	5.5322279551514	3.045414904895945	5.013060230532315	3.2885995585111063	5.296069335119473	5.120102505158867	3.760325400414844	2.930970656149695	4.641796402038329	3.9116162797648952	3.0668885309352074	2.929056761068405	2.687495120463934	4.064965775833855	3.980669610418032	3.073482847623976	5.593320080514614	2.9951285473918112	5.26377975507092	3.87735789353288	3.65522100352381	3.0538946734054613	4.583317855169767	3.6435573196751623	3.644008867027937	5.27954417793387	3.7283068534079624	4.662154483729494	4.860469156431261	4.186884971998706	3.812131010960205	3.303325688657101	2.7606615475743967	5.095214830730053	5.2127332149725385	3.63691907254109	2.953150261402518	2.711517843535522	2.9684165222623604	4.4397649707622	4.967680273336448	3.660815525596229	4.448317220872105	2.826442774147443	4.437913689466478	3.9561102934607177	4.897200818228514	4.917366792950478	3.5825515857489103	3.2848130512212492	4.18300795522809	3.8277025552661006	4.799402297985264	3.0287961815156765	3.0925440162783766	4.072678091895223	5.615871284437905	3.285498046119232	3.8483308708067736	4.928016957207549	2.690636051879372	4.050419517449678	3.36282051821114	5.213194266866953	3.229606947740936	2.6456042536276927	3.8654246614303305	3.241092792894412	3.2230441475739915	3.17941660291276	3.642994363556947	3.280590019193009	2.89595031599736	2.8026320198615204	4.001312164078125	4.6475441330331835	3.624769495357773	2.496034872117227	3.907920628205696	3.1962090665984344	5.02600321815035	3.209407669692805	2.4063913379187953	4.793121713617781	4.140630220499339	2.1583172597713367	5.202023137467424	3.8301556862960826	3.3697005877863773	4.042385871592501	5.782792186086879	3.0527504560617187	3.248914970457279	3.8143206514829258	4.93718602087205	4.272791649915876	2.3272579792686647	3.343347510715005	3.252762015903898	2.7140145063342684	2.5457074876437864	3.160022226173359	2.858676699554555	4.301541778165806	4.201691472714047	4.992849155834104	4.626796804400384	3.437198114509592	3.0919812133407527	4.470015924505072	3.3349335339724338	3.935290804377513	3.778722359822675	2.463537813490561	4.25000455057595	3.7131978738050617	3.095094233634601	3.459954099436598	3.323355618508812	5.696683453164606	3.5775459153679443	2.541939600273156	3.011791809273203	3.2944888448454455	3.580353162385143	2.7694648784749374	2.9388397053662656	3.2937401574157374	4.286607151773634	4.137216879537915	3.2569095331850613	3.266396662478374	2.8863993489801105	2.710177909735766	3.1812626897668626	3.8259029330641208	4.034090994033057	4.400835293638278	3.2404143296188836	5.8804067872024985	3.207122680525022	5.665956075925746	4.155767921612967	3.10230161173885	2.180339784607351	3.6674925684325808
9	3.476374436648601	3.1278829032639166	2.9359475842481797	5.584888550139879	2.8101950812124605	5.292905273396372	3.3286446758314554	4.997266281652287	5.045413544786561	4.141342029936982	2.8255446046831287	4.602739381544572	3.347406966631962	3.7538590236717857	3.0859107226907265	2.820191950027668	3.803493190745684	4.078458746466712	3.1350885644137576	5.716477159674085	3.020491061437073	5.20405255360648	3.349125631958949	3.5557091103139715	2.73589154296176	2.796237034335457	4.074378408432043	3.982935994294071	5.319982469336359	3.4583904164961683	4.6519270625547104	4.810897641762245	4.1685683435802	4.1890029339951855	2.7563013990375915	2.658985143930805	4.950411736845008	5.297704642739813	3.629942784684559	3.158596608155863	3.15203650289653	2.977708957047602	4.568510730556699	5.026152486021328	3.0215645791547265	5.023130746071568	3.4215294957164613	4.19742521576071	3.9056028443758417	4.905033638915406	5.014722083280797	3.239163459032368	2.8403658082706644	4.141761905007208	3.5930290352239602	4.843683965543744	3.1743294173191283	2.644059215357256	3.845979802820518	5.473044127303842	3.096476597525806	3.346804699977421	5.300921201824399	3.091105502958708	3.380928016324881	3.669435867291008	5.2731999086942185	2.957341827317759	2.323979656783272	3.149783519510484	3.006340441723641	3.4159165999861374	3.4495483479217355	3.3097969162405687	3.450681207192496	3.064148434675078	2.7100640964363274	3.788790323172669	4.804997885998209	3.5855741306545794	2.239180603866348	3.9622728987155673	2.8325840831451083	5.322081566243788	3.1367422888898644	3.1631601091192794	4.828701338458572	4.411737856249758	2.303983135777367	5.201915798833255	3.871056038208741	3.2584051225935164	3.516385017546895	5.8220127043308105	3.1644391904915152	3.2251812830777244	3.277430283923779	4.150415987659596	4.718632722366518	3.012326840569612	3.5849099246115395	3.1891703791331274	2.985192888316816	2.711544145595312	3.749419443135798	3.2682750163163785	2.411112653381098	4.0147118710938585	4.861040601482405	4.552316818428441	3.8281193626969374	3.1192147393129117	4.370133151172377	2.957479479167564	4.017329440738519	3.673091737375439	2.3208580916689163	4.2354127200039695	3.733219338549161	2.9870067840766388	3.7144249050282534	3.984731094952735	5.878198941679009	3.331502056216721	2.943958033930379	3.283610461311131	4.988293682727015	3.709209447641209	3.1304868781964754	2.8338501009175916	3.3054123951940193	4.711451988405848	4.140173119602585	2.946652270100881	3.0014926792101715	3.000519105617947	3.256358607790328	2.938271652466956	3.8121295895369913	2.861118413151144	3.9359976873047566	2.6669035075722265	4.5966376484291045	2.862318372693981	4.065701334107746	4.573762645620251	3.190153386566522	2.262952890470434	2.7951102884788845
10	3.3378050473747676	3.084182153138366	2.669395664309153	5.476750421103238	2.678997934125361	5.047288513286502	3.789624887672164	5.113127401981774	5.070709713842217	4.3056266674682995	3.06438770700171	4.689561438177976	3.440284081534984	3.414461773573497	2.93970603400469	2.506143909251061	3.8032651620331257	4.150946918311629	3.5872056482402255	5.838050238721303	3.007978429346882	5.216618989326923	3.9889688938094383	3.847518970226949	2.556760398730521	3.0714502499705514	3.541409951563945	3.6961772067357024	5.411247087889082	3.5812097504731306	4.969952264059808	4.866032511490921	3.9379059348123633	3.7502683732202304	3.331019933797963	2.7314506161829044	5.110183325017264	5.221066672490292	3.640530039348626	3.06987573860292	2.8595733105191536	3.367251760275089	4.377313009466622	4.552902761822722	3.026108999041611	4.440508216671699	2.684649284643935	4.252140145008476	4.065786362730871	4.819660338813157	5.913730661065728	3.163324342573061	3.072637139318659	3.682714734082353	3.460537988470316	4.897672831323686	3.2085309688778483	2.4933549973456905	4.106332782333474	5.2241966528083505	3.1520082923085275	3.7070654844605424	4.821038314403796	3.4550836307602433	3.4121271259283774	3.434168139787636	5.196863851785722	3.301522595886679	2.7361501819347622	2.813743653931147	2.7933686600558287	3.2123827840088324	3.08566977076426	3.379119963783606	3.278010964530797	3.725096724158473	2.845710960509774	3.986418343385354	4.757789535593344	3.501334369593387	2.292832724126461	3.819290136079926	3.1308015239490685	4.993718364163999	3.3806265139651277	2.2844184413992057	4.545642221177165	4.018648379504555	2.3958497713052203	5.035361518623357	4.0416232862157955	4.056292250492047	4.0104804812532935	5.903669345722142	2.95154208388526	3.458608908398579	3.845651236795245	5.212902173414964	4.351231015321823	1.9296696707774297	4.49135226590369	3.241973544482494	2.577865845083958	2.5937920524998215	3.692264621666045	3.2392770447444663	3.1663132383618287	4.022960913510524	4.9785328833033216	4.599325445987216	3.1020133409807116	3.028152702256221	4.163312833466728	3.625873857036379	3.810810990173757	3.8288284623776914	2.2853454620267386	4.171976416076828	3.832274998408403	3.2678985053370773	3.886175916349439	3.3792429291678956	6.063919589047512	3.2795018573170283	2.0455869843476404	3.1315458702562404	2.8031386250182893	3.375431324562619	2.2247163123756697	2.866554840863239	3.343923394553872	4.08334429918363	4.075442127526565	2.857056105065042	3.279970039459861	2.793352518359167	2.9046946201979877	2.964305123926643	3.814727633284112	3.2490895247245355	3.840526411891364	2.816093196044607	4.4329252997358815	2.7906084968916858	4.230549584346363	4.580193937520555	3.2590904371140015	2.4640070830945784	5.840650640705067
